year,round,circuitId,driverId,constructorId,grid,Top 3 Finish,Driver Top 3 Finish Percentage (Last Year),Constructor Top 3 Finish Percentage (Last Year),Driver Top 3 Finish Percentage (This Year till last race),Constructor Top 3 Finish Percentage (This Year till last race),Driver Avg position (Last Year),Constructor Avg position (Last Year),Driver Average Position (This Year till last race),Constructor Average Position (This Year till last race)
1983,3,34,176,21,21,0,0.0,0.0,0.0,0.0,10.166666666666666,14.654761904761905,5.0,6.5
1983,3,34,110,51,7,0,6.25,3.125,0.0,0.0,14.4375,15.685416666666667,21.5,21.25
1983,3,34,152,53,13,0,0.0,0.0,0.0,0.0,15.25,17.982142857142858,22.5,19.25
1983,3,34,196,27,25,0,0.0,0.0,0.0,0.0,20.866666666666667,20.433333333333334,13.5,17.0
1983,3,34,181,54,10,0,0.0,0.0,0.0,0.0,18.0625,9.03125,20.0,10.0
1983,3,34,182,1,12,0,21.428571428571427,27.38095238095238,100.0,75.0,9.357142857142858,8.845238095238095,2.0,6.0
1983,3,34,184,51,8,0,0.0,3.125,0.0,0.0,16.933333333333334,15.685416666666667,21.0,21.25
1983,3,34,192,21,26,0,0.0,0.0,0.0,0.0,19.142857142857142,14.654761904761905,8.0,6.5
1983,3,34,195,55,22,0,0.0,0.0,0.0,0.0,22.533333333333335,11.266666666666667,17.5,13.25
1983,3,34,173,32,5,0,6.666666666666667,7.17948717948718,0.0,0.0,10.6,12.146153846153846,16.5,14.0
1983,3,34,119,34,3,0,20.0,16.666666666666668,0.0,25.0,14.666666666666666,14.366666666666667,16.5,12.25
1983,3,34,118,53,9,0,0.0,0.0,0.0,0.0,20.714285714285715,17.982142857142858,16.0,19.25
1983,3,34,95,32,18,0,7.6923076923076925,7.17948717948718,0.0,0.0,13.692307692307692,12.146153846153846,11.5,14.0
1983,3,34,187,1,14,0,33.33333333333333,27.38095238095238,50.0,75.0,8.333333333333334,8.845238095238095,10.0,6.0
1983,3,34,194,50,0,0,0.0,0.0,0.0,0.0,18.5625,9.28125,18.5,9.25
1983,4,21,175,6,3,1,37.5,31.25,0.0,16.666666666666664,9.125,11.59375,10.0,8.166666666666666
1983,4,21,117,4,4,1,25.0,22.5,33.33333333333333,33.33333333333333,10.0,11.9,6.0,8.666666666666668
1983,4,21,163,6,1,1,25.0,31.25,33.33333333333333,16.666666666666664,14.0625,11.59375,6.333333333333333,8.166666666666666
1983,4,21,177,3,11,0,40.0,23.333333333333332,0.0,16.666666666666664,6.0,11.233333333333333,14.333333333333334,9.333333333333334
1983,4,21,187,1,24,0,33.33333333333333,27.38095238095238,33.33333333333333,49.99999999999999,8.333333333333334,8.845238095238095,15.333333333333334,11.166666666666668
1983,4,21,176,21,12,0,0.0,0.0,0.0,0.0,10.166666666666666,14.654761904761905,6.666666666666667,10.083333333333334
1983,4,21,172,3,16,0,6.666666666666667,23.333333333333332,33.33333333333333,16.666666666666664,16.466666666666665,11.233333333333333,4.333333333333333,9.333333333333334
1983,4,21,192,21,20,0,0.0,0.0,0.0,0.0,19.142857142857142,14.654761904761905,13.5,10.083333333333334
1983,4,21,196,27,25,0,0.0,0.0,0.0,0.0,20.866666666666667,20.433333333333334,13.666666666666666,15.166666666666668
1983,4,21,184,51,10,0,0.0,3.125,0.0,0.0,16.933333333333334,15.685416666666667,20.0,19.166666666666664
1983,4,21,181,54,7,0,0.0,0.0,0.0,0.0,18.0625,9.03125,18.666666666666668,9.333333333333334
1983,4,21,95,32,15,0,7.6923076923076925,7.17948717948718,0.0,0.0,13.692307692307692,12.146153846153846,16.0,17.166666666666664
1983,4,21,119,34,5,0,20.0,16.666666666666668,0.0,33.33333333333333,14.666666666666666,14.366666666666667,18.666666666666668,12.333333333333334
1983,4,21,110,51,8,0,6.25,3.125,0.0,0.0,14.4375,15.685416666666667,18.333333333333332,19.166666666666664
1983,4,21,173,32,9,0,6.666666666666667,7.17948717948718,0.0,0.0,10.6,12.146153846153846,18.333333333333332,17.166666666666664
1983,4,21,137,34,2,0,13.333333333333334,16.666666666666668,66.66666666666666,33.33333333333333,14.066666666666666,14.366666666666667,6.0,12.333333333333334
1983,4,21,197,27,19,0,0.0,0.0,0.0,0.0,20.0,20.433333333333334,16.666666666666668,15.166666666666668
1983,4,21,118,53,14,0,0.0,0.0,0.0,0.0,20.714285714285715,17.982142857142858,18.666666666666668,19.0
1983,4,21,152,53,17,0,0.0,0.0,0.0,0.0,15.25,17.982142857142858,19.333333333333332,19.0
1983,4,21,182,1,18,0,21.428571428571427,27.38095238095238,66.66666666666666,49.99999999999999,9.357142857142858,8.845238095238095,7.0,11.166666666666668
1983,4,21,105,25,13,0,12.5,6.25,0.0,0.0,9.0,4.5,14.333333333333334,13.666666666666668
1983,4,21,195,55,21,0,0.0,0.0,0.0,0.0,22.533333333333335,11.266666666666667,18.333333333333332,14.0
1983,4,21,158,4,6,0,20.0,22.5,33.33333333333333,33.33333333333333,13.8,11.9,11.333333333333334,8.666666666666668
1983,4,21,194,50,0,0,0.0,0.0,0.0,0.0,18.5625,9.28125,21.333333333333332,10.666666666666666
1983,5,6,177,3,5,1,40.0,23.333333333333332,0.0,12.5,6.0,11.233333333333333,11.75,8.375
1983,5,6,137,34,6,1,13.333333333333334,16.666666666666668,50.0,25.0,14.066666666666666,14.366666666666667,8.5,12.875
1983,5,6,117,4,1,1,25.0,22.5,50.0,37.5,10.0,11.9,5.0,10.0
1983,5,6,175,6,4,0,37.5,31.25,25.0,37.5,9.125,11.59375,7.75,6.625
1983,5,6,184,51,13,0,0.0,3.125,0.0,0.0,16.933333333333334,15.685416666666667,17.5,17.375
1983,5,6,192,21,15,0,0.0,0.0,0.0,0.0,19.142857142857142,14.654761904761905,11.666666666666666,9.083333333333332
1983,5,6,119,34,17,0,20.0,16.666666666666668,0.0,25.0,14.666666666666666,14.366666666666667,17.25,12.875
1983,5,6,172,3,8,0,6.666666666666667,23.333333333333332,25.0,12.5,16.466666666666665,11.233333333333333,5.0,8.375
1983,5,6,176,21,12,0,0.0,0.0,0.0,0.0,10.166666666666666,14.654761904761905,6.5,9.083333333333332
1983,5,6,118,53,10,0,0.0,0.0,0.0,0.0,20.714285714285715,17.982142857142858,18.75,19.25
1983,5,6,173,32,19,0,6.666666666666667,7.17948717948718,0.0,0.0,10.6,12.146153846153846,17.5,16.25
1983,5,6,197,27,9,0,0.0,0.0,0.0,0.0,20.0,20.433333333333334,16.75,14.625
1983,5,6,158,4,3,0,20.0,22.5,25.0,37.5,13.8,11.9,15.0,10.0
1983,5,6,110,51,7,0,6.25,3.125,0.0,0.0,14.4375,15.685416666666667,17.25,17.375
1983,5,6,163,6,2,0,25.0,31.25,50.0,37.5,14.0625,11.59375,5.5,6.625
1983,5,6,196,27,18,0,0.0,0.0,0.0,0.0,20.866666666666667,20.433333333333334,12.5,14.625
1983,5,6,181,54,16,0,0.0,0.0,0.0,0.0,18.0625,9.03125,16.75,8.375
1983,5,6,105,25,11,0,12.5,6.25,0.0,0.0,9.0,4.5,16.75,15.5
1983,5,6,95,32,14,0,7.6923076923076925,7.17948717948718,0.0,0.0,13.692307692307692,12.146153846153846,15.0,16.25
1983,5,6,152,53,0,0,0.0,0.0,0.0,0.0,15.25,17.982142857142858,19.75,19.25
1983,5,6,182,1,0,0,21.428571428571427,27.38095238095238,50.0,37.5,9.357142857142858,8.845238095238095,10.75,11.75
1983,5,6,187,1,0,0,33.33333333333333,27.38095238095238,25.0,37.5,8.333333333333334,8.845238095238095,12.75,11.75
1983,5,6,194,50,0,0,0.0,0.0,0.0,0.0,18.5625,9.28125,22.75,11.375
1983,5,6,195,55,0,0,0.0,0.0,0.0,0.0,22.533333333333335,11.266666666666667,20.0,16.5
1983,6,13,117,4,1,1,25.0,22.5,60.0,40.0,10.0,11.9,4.6,9.7
1983,6,13,175,6,2,1,37.5,31.25,20.0,30.0,9.125,11.59375,7.0,7.3
1983,6,13,158,4,8,1,20.0,22.5,20.0,40.0,13.8,11.9,14.8,9.7
1983,6,13,137,34,4,0,13.333333333333334,16.666666666666668,60.0,30.0,14.066666666666666,14.366666666666667,7.2,11.3
1983,6,13,177,3,9,0,40.0,23.333333333333332,20.0,20.0,6.0,11.233333333333333,9.6,7.699999999999999
1983,6,13,172,3,11,0,6.666666666666667,23.333333333333332,20.0,20.0,16.466666666666665,11.233333333333333,5.8,7.699999999999999
1983,6,13,118,53,22,0,0.0,0.0,0.0,0.0,20.714285714285715,17.982142857142858,17.2,18.6
1983,6,13,152,53,16,0,0.0,0.0,0.0,0.0,15.25,17.982142857142858,20.0,18.6
1983,6,13,173,32,13,0,6.666666666666667,7.17948717948718,0.0,0.0,10.6,12.146153846153846,16.4,16.2
1983,6,13,176,21,10,0,0.0,0.0,0.0,0.0,10.166666666666666,5.083333333333333,7.2,3.6
1983,6,13,196,27,26,0,0.0,0.0,0.0,0.0,20.866666666666667,20.433333333333334,13.4,14.7
1983,6,13,105,25,17,0,12.5,6.25,0.0,0.0,9.0,4.5,17.2,14.8
1983,6,13,182,1,15,0,21.428571428571427,27.38095238095238,40.0,30.0,9.357142857142858,8.845238095238095,13.0,13.9
1983,6,13,95,32,19,0,7.6923076923076925,7.17948717948718,0.0,0.0,13.692307692307692,12.146153846153846,16.0,16.2
1983,6,13,110,51,3,0,6.25,3.125,0.0,0.0,14.4375,15.685416666666667,16.8,16.0
1983,6,13,195,55,14,0,0.0,0.0,0.0,0.0,22.533333333333335,11.266666666666667,21.6,18.700000000000003
1983,6,13,163,6,5,0,25.0,31.25,40.0,30.0,14.0625,11.59375,7.6,7.3
1983,6,13,181,54,7,0,0.0,0.0,0.0,0.0,18.0625,9.03125,17.0,8.5
1983,6,13,187,1,20,0,33.33333333333333,27.38095238095238,20.0,30.0,8.333333333333334,8.845238095238095,14.8,13.9
1983,6,13,197,27,21,0,0.0,0.0,0.0,0.0,20.0,20.433333333333334,16.0,14.7
1983,6,13,184,51,12,0,0.0,3.125,0.0,0.0,16.933333333333334,15.685416666666667,15.2,16.0
1983,6,13,119,34,6,0,20.0,16.666666666666668,0.0,30.0,14.666666666666666,14.366666666666667,15.4,11.3
1983,6,13,194,50,0,0,0.0,0.0,0.0,0.0,18.5625,9.28125,23.2,11.6
1983,7,37,105,25,6,1,12.5,6.25,0.0,0.0,9.0,4.5,16.666666666666668,14.5
1983,7,37,177,3,12,1,40.0,23.333333333333332,16.666666666666664,16.666666666666664,6.0,11.233333333333333,8.833333333333334,7.333333333333334
1983,7,37,187,1,21,1,33.33333333333333,27.38095238095238,16.666666666666664,24.999999999999996,8.333333333333334,8.845238095238095,16.0,14.666666666666668
1983,7,37,137,34,2,0,13.333333333333334,16.666666666666668,50.0,25.0,14.066666666666666,14.366666666666667,6.666666666666667,11.916666666666668
1983,7,37,172,3,20,0,6.666666666666667,23.333333333333332,16.666666666666664,16.666666666666664,16.466666666666665,11.233333333333333,5.833333333333333,7.333333333333334
1983,7,37,95,32,14,0,7.6923076923076925,7.17948717948718,0.0,0.0,13.692307692307692,12.146153846153846,16.0,15.583333333333332
1983,7,37,117,4,13,0,25.0,22.5,66.66666666666666,49.99999999999999,10.0,11.9,4.0,8.416666666666668
1983,7,37,152,53,17,0,0.0,0.0,0.0,0.0,15.25,17.982142857142858,18.0,16.75
1983,7,37,196,27,23,0,0.0,0.0,0.0,0.0,20.866666666666667,20.433333333333334,13.333333333333334,15.25
1983,7,37,176,21,5,0,0.0,0.0,0.0,0.0,10.166666666666666,5.083333333333333,7.833333333333333,15.916666666666666
1983,7,37,184,51,25,0,0.0,3.125,0.0,0.0,16.933333333333334,15.685416666666667,16.833333333333332,16.833333333333332
1983,7,37,182,1,18,0,21.428571428571427,27.38095238095238,33.33333333333333,24.999999999999996,9.357142857142858,8.845238095238095,13.333333333333334,14.666666666666668
1983,7,37,195,55,11,0,0.0,0.0,0.0,0.0,22.533333333333335,11.266666666666667,21.0,17.916666666666668
1983,7,37,110,51,8,0,6.25,3.125,0.0,0.0,14.4375,15.685416666666667,16.833333333333332,16.833333333333332
1983,7,37,163,6,1,0,25.0,31.25,33.33333333333333,33.33333333333333,14.0625,11.59375,9.5,7.833333333333334
1983,7,37,197,27,19,0,0.0,0.0,0.0,0.0,20.0,20.433333333333334,17.166666666666668,15.25
1983,7,37,181,54,22,0,0.0,0.0,0.0,0.0,18.0625,9.03125,17.666666666666668,8.833333333333334
1983,7,37,118,53,9,0,0.0,0.0,0.0,0.0,20.714285714285715,17.982142857142858,15.5,16.75
1983,7,37,119,34,15,0,20.0,16.666666666666668,0.0,25.0,14.666666666666666,14.366666666666667,17.166666666666668,11.916666666666668
1983,7,37,173,32,4,0,6.666666666666667,7.17948717948718,0.0,0.0,10.6,12.146153846153846,15.166666666666666,15.583333333333332
1983,7,37,158,4,7,0,20.0,22.5,33.33333333333333,49.99999999999999,13.8,11.9,12.833333333333334,8.416666666666668
1983,7,37,175,6,3,0,37.5,31.25,33.33333333333333,33.33333333333333,9.125,11.59375,6.166666666666667,7.833333333333334
1983,8,7,163,6,1,1,25.0,31.25,28.57142857142857,28.57142857142857,14.0625,11.59375,10.571428571428571,9.785714285714285
1983,8,7,158,4,6,1,20.0,22.5,28.57142857142857,42.857142857142854,13.8,11.9,14.428571428571429,9.5
1983,8,7,175,6,4,1,37.5,31.25,28.57142857142857,28.57142857142857,9.125,11.59375,9.0,9.785714285714285
1983,8,7,177,3,9,0,40.0,23.333333333333332,28.57142857142857,21.428571428571427,6.0,11.233333333333333,7.857142857142857,6.785714285714286
1983,8,7,117,4,2,0,25.0,22.5,57.14285714285714,42.857142857142854,10.0,11.9,4.571428571428571,9.5
1983,8,7,187,1,20,0,33.33333333333333,27.38095238095238,28.57142857142857,28.57142857142857,8.333333333333334,8.845238095238095,14.142857142857142,13.714285714285715
1983,8,7,105,25,17,0,12.5,6.25,14.285714285714285,7.142857142857142,9.0,4.5,14.428571428571429,13.785714285714285
1983,8,7,181,54,7,0,0.0,0.0,0.0,0.0,18.0625,9.03125,18.0,9.0
1983,8,7,184,51,26,0,0.0,3.125,0.0,0.0,16.933333333333334,15.685416666666667,16.142857142857142,16.42857142857143
1983,8,7,119,34,5,0,20.0,16.666666666666668,0.0,21.428571428571427,14.666666666666666,14.366666666666667,17.857142857142858,12.071428571428571
1983,8,7,118,53,12,0,0.0,0.0,0.0,0.0,20.714285714285715,17.982142857142858,16.285714285714285,16.5
1983,8,7,152,53,10,0,0.0,0.0,0.0,0.0,15.25,17.982142857142858,16.714285714285715,16.5
1983,8,7,95,32,18,0,7.6923076923076925,7.17948717948718,0.0,0.0,13.692307692307692,12.146153846153846,14.571428571428571,15.428571428571427
1983,8,7,110,51,8,0,6.25,3.125,0.0,0.0,14.4375,15.685416666666667,16.714285714285715,16.42857142857143
1983,8,7,172,3,13,0,6.666666666666667,23.333333333333332,14.285714285714285,21.428571428571427,16.466666666666665,11.233333333333333,5.714285714285714,6.785714285714286
1983,8,7,196,27,24,0,0.0,0.0,0.0,0.0,20.866666666666667,20.433333333333334,12.857142857142858,15.142857142857142
1983,8,7,195,55,21,0,0.0,0.0,0.0,0.0,22.533333333333335,11.266666666666667,20.0,17.42857142857143
1983,8,7,137,34,3,0,13.333333333333334,16.666666666666668,42.857142857142854,21.428571428571427,14.066666666666666,14.366666666666667,6.285714285714286,12.071428571428571
1983,8,7,182,1,19,0,21.428571428571427,27.38095238095238,28.57142857142857,28.57142857142857,9.357142857142858,8.845238095238095,13.285714285714286,13.714285714285715
1983,8,7,173,32,11,0,6.666666666666667,7.17948717948718,0.0,0.0,10.6,12.146153846153846,16.285714285714285,15.428571428571427
1983,8,7,176,21,14,0,0.0,0.0,0.0,0.0,10.166666666666666,5.083333333333333,8.285714285714286,11.892857142857142
1983,8,7,197,27,16,0,0.0,0.0,0.0,0.0,20.0,20.433333333333334,17.428571428571427,15.142857142857142
1983,9,9,117,4,3,1,25.0,22.5,50.0,43.75,10.0,11.9,4.625,8.75
1983,9,9,137,34,6,1,13.333333333333334,16.666666666666668,37.5,18.75,14.066666666666666,14.366666666666667,8.25,12.6875
1983,9,9,175,6,2,1,37.5,31.25,37.5,37.5,9.125,11.59375,8.25,8.8125
1983,9,9,95,32,18,0,7.6923076923076925,7.17948717948718,0.0,0.0,13.692307692307692,12.146153846153846,14.625,15.9375
1983,9,9,163,6,1,0,25.0,31.25,37.5,37.5,14.0625,11.59375,9.375,8.8125
1983,9,9,182,1,15,0,21.428571428571427,27.38095238095238,25.0,25.0,9.357142857142858,8.845238095238095,14.5,13.8125
1983,9,9,184,51,11,0,0.0,3.125,0.0,0.0,16.933333333333334,15.685416666666667,15.375,16.0
1983,9,9,110,51,9,0,6.25,3.125,0.0,0.0,14.4375,15.685416666666667,16.625,16.0
1983,9,9,187,1,24,0,33.33333333333333,27.38095238095238,25.0,25.0,8.333333333333334,8.845238095238095,13.125,13.8125
1983,9,9,197,27,25,0,0.0,0.0,0.0,0.0,20.0,20.433333333333334,18.5,16.0
1983,9,9,177,3,13,0,40.0,23.333333333333332,25.0,18.75,6.0,11.233333333333333,7.375,7.25
1983,9,9,172,3,20,0,6.666666666666667,23.333333333333332,12.5,18.75,16.466666666666665,11.233333333333333,7.125,7.25
1983,9,9,105,25,16,0,12.5,6.25,12.5,6.25,9.0,4.5,13.625,13.25
1983,9,9,195,55,21,0,0.0,0.0,0.0,0.0,22.533333333333335,11.266666666666667,19.875,17.75
1983,9,9,176,21,19,0,0.0,0.0,0.0,0.0,10.166666666666666,5.083333333333333,10.375,11.520833333333332
1983,9,9,181,54,8,0,0.0,0.0,0.0,0.0,18.0625,9.03125,16.875,8.4375
1983,9,9,196,27,22,0,0.0,0.0,0.0,0.0,20.866666666666667,20.433333333333334,13.5,16.0
1983,9,9,118,53,10,0,0.0,0.0,0.0,0.0,20.714285714285715,17.982142857142858,15.875,16.125
1983,9,9,119,34,5,0,20.0,16.666666666666668,0.0,18.75,14.666666666666666,14.366666666666667,17.125,12.6875
1983,9,9,158,4,7,0,20.0,22.5,37.5,43.75,13.8,11.9,12.875,8.75
1983,9,9,152,53,12,0,0.0,0.0,0.0,0.0,15.25,17.982142857142858,16.375,16.125
1983,9,9,173,32,4,0,6.666666666666667,7.17948717948718,0.0,0.0,10.6,12.146153846153846,17.25,15.9375
1983,10,10,163,6,2,1,25.0,31.25,33.33333333333333,38.888888888888886,14.0625,11.59375,8.88888888888889,8.277777777777779
1983,10,10,110,51,3,1,6.25,3.125,0.0,0.0,14.4375,15.685416666666667,15.666666666666666,15.055555555555555
1983,10,10,119,34,8,1,20.0,16.666666666666668,0.0,22.22222222222222,14.666666666666666,14.366666666666667,17.666666666666668,12.61111111111111
1983,10,10,117,4,5,0,25.0,22.5,55.55555555555556,44.44444444444444,10.0,11.9,4.222222222222222,9.166666666666666
1983,10,10,187,1,23,0,33.33333333333333,27.38095238095238,22.22222222222222,22.22222222222222,8.333333333333334,8.845238095238095,12.666666666666666,13.11111111111111
1983,10,10,172,3,15,0,6.666666666666667,23.333333333333332,11.11111111111111,16.666666666666664,16.466666666666665,11.233333333333333,7.666666666666667,7.722222222222222
1983,10,10,176,21,20,0,0.0,0.0,0.0,0.0,10.166666666666666,5.083333333333333,11.11111111111111,12.180555555555555
1983,10,10,197,27,19,0,0.0,0.0,0.0,0.0,20.0,20.433333333333334,17.555555555555557,15.833333333333334
1983,10,10,177,3,12,0,40.0,23.333333333333332,22.22222222222222,16.666666666666664,6.0,11.233333333333333,7.777777777777778,7.722222222222222
1983,10,10,137,34,4,0,13.333333333333334,16.666666666666668,44.44444444444444,22.22222222222222,14.066666666666666,14.366666666666667,7.555555555555555,12.61111111111111
1983,10,10,182,1,18,0,21.428571428571427,27.38095238095238,22.22222222222222,22.22222222222222,9.357142857142858,8.845238095238095,13.555555555555555,13.11111111111111
1983,10,10,158,4,6,0,20.0,22.5,33.33333333333333,44.44444444444444,13.8,11.9,14.11111111111111,9.166666666666666
1983,10,10,196,27,25,0,0.0,0.0,0.0,0.0,20.866666666666667,20.433333333333334,14.11111111111111,15.833333333333334
1983,10,10,184,51,7,0,0.0,3.125,0.0,0.0,16.933333333333334,15.685416666666667,14.444444444444445,15.055555555555555
1983,10,10,152,53,10,0,0.0,0.0,0.0,0.0,15.25,17.982142857142858,17.333333333333332,16.888888888888886
1983,10,10,118,53,9,0,0.0,0.0,0.0,0.0,20.714285714285715,17.982142857142858,16.444444444444443,16.888888888888886
1983,10,10,175,6,1,0,37.5,31.25,44.44444444444444,38.888888888888886,9.125,11.59375,7.666666666666667,8.277777777777779
1983,10,10,173,32,11,0,6.666666666666667,7.17948717948718,0.0,0.0,10.6,12.146153846153846,18.22222222222222,15.833333333333332
1983,10,10,105,25,16,0,12.5,6.25,11.11111111111111,5.555555555555555,9.0,4.5,13.555555555555555,13.277777777777779
1983,10,10,95,32,17,0,7.6923076923076925,7.17948717948718,0.0,0.0,13.692307692307692,12.146153846153846,13.444444444444445,15.833333333333332
1983,10,10,195,55,24,0,0.0,0.0,0.0,0.0,22.533333333333335,11.266666666666667,19.444444444444443,18.166666666666664
1983,10,10,181,54,0,0,0.0,0.0,0.0,0.0,18.0625,9.03125,17.0,8.5
1983,11,70,117,4,5,1,25.0,22.5,50.0,40.0,10.0,11.9,4.2,9.2
1983,11,70,163,6,2,1,25.0,31.25,40.0,40.0,14.0625,11.59375,8.1,8.6
1983,11,70,137,34,4,1,13.333333333333334,16.666666666666668,40.0,25.0,14.066666666666666,14.366666666666667,8.1,12.149999999999999
1983,11,70,158,4,8,0,20.0,22.5,30.0,40.0,13.8,11.9,14.2,9.2
1983,11,70,95,32,3,0,7.6923076923076925,7.17948717948718,0.0,0.0,13.692307692307692,12.146153846153846,14.6,16.65
1983,11,70,182,1,14,0,21.428571428571427,27.38095238095238,20.0,20.0,9.357142857142858,8.845238095238095,13.6,12.75
1983,11,70,197,27,20,0,0.0,0.0,0.0,0.0,20.0,20.433333333333334,16.6,15.5
1983,11,70,177,3,15,0,40.0,23.333333333333332,20.0,15.0,6.0,11.233333333333333,8.0,7.75
1983,11,70,187,1,17,0,33.33333333333333,27.38095238095238,20.0,20.0,8.333333333333334,8.845238095238095,11.9,12.75
1983,11,70,181,54,13,0,0.0,0.0,0.0,0.0,18.0625,9.03125,18.2,9.1
1983,11,70,110,51,11,0,6.25,3.125,10.0,5.0,14.4375,15.685416666666667,14.3,14.55
1983,11,70,175,6,1,0,37.5,31.25,40.0,40.0,9.125,11.59375,9.1,8.6
1983,11,70,119,34,6,0,20.0,16.666666666666668,10.0,25.0,14.666666666666666,14.366666666666667,16.2,12.149999999999999
1983,11,70,195,55,21,0,0.0,0.0,0.0,0.0,22.533333333333335,11.266666666666667,20.1,18.200000000000003
1983,11,70,172,3,24,0,6.666666666666667,23.333333333333332,10.0,15.0,16.466666666666665,11.233333333333333,7.5,7.75
1983,11,70,184,51,9,0,0.0,3.125,0.0,5.0,16.933333333333334,15.685416666666667,14.8,14.55
1983,11,70,105,25,18,0,12.5,6.25,10.0,5.0,9.0,4.5,14.6,13.75
1983,11,70,118,53,10,0,0.0,0.0,0.0,0.0,20.714285714285715,17.982142857142858,16.8,17.15
1983,11,70,152,53,7,0,0.0,0.0,0.0,0.0,15.25,17.982142857142858,17.5,17.15
1983,11,70,173,32,12,0,6.666666666666667,7.17948717948718,0.0,0.0,10.6,12.146153846153846,18.7,16.65
1983,11,70,176,21,22,0,0.0,0.0,0.0,0.0,10.166666666666666,5.083333333333333,10.7,11.55
1983,11,70,196,27,0,0,0.0,0.0,0.0,0.0,20.866666666666667,20.433333333333334,14.4,15.5
1983,12,39,163,6,10,1,25.0,31.25,45.45454545454545,40.90909090909091,14.0625,11.59375,7.545454545454546,8.636363636363637
1983,12,39,175,6,2,1,37.5,31.25,36.36363636363637,40.90909090909091,9.125,11.59375,9.727272727272727,8.636363636363637
1983,12,39,187,1,15,1,33.33333333333333,27.38095238095238,18.181818181818183,18.181818181818183,8.333333333333334,8.845238095238095,11.636363636363637,12.272727272727273
